"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18073323896224491,17841406860905948,init.fiu,"INIT FIU","💡 Simpler web, smarter browsing. That’s what Team Pathfinder set out to create at ShellHacks 2025 using Google Cloud’s ADK + Gemini 2.5 Flash! 🌐✨

Pathfinder is a Chrome extension that turns messy websites into guided experiences — scanning each page, understanding what you need, and highlighting the exact steps to get there. From students hunting for credible sources to workers managing returns, it makes the internet easier for everyone to use.

Built with HTML, CSS, JavaScript, and Google ADK, the team overcame OS issues, Git chaos, and UI challenges to build a tool that actually helps people — not just tech pros.

@googlecloud #ShellHacks #INITatFIU #GoogleADK #A2A",66,"10/21/2025 13:38",https://www.instagram.com/reel/DQFb3xejzQH/,"IG reel",,Lifetime,1906,1189,32,1,1,0,5
18100889836659280,17841406860905948,init.fiu,"INIT FIU","Join our next INIT Explore session and dive into the world of AI! Learn the basics of Deep Learning and how models learn to recognize patterns and make decisions.

📅 Tuesday, October 28 | 2:30–4:30 PM
📍 AHC5 201 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#fiu #technology #artificialintelligence #deeplearning #init",0,"10/21/2025 09:30",https://www.instagram.com/p/DQE_vHRjuC9/,"IG carousel",,Lifetime,4420,1256,53,38,0,0,3
17896972548180420,17841406860905948,init.fiu,"INIT FIU","Join our next INIT Explore session and take your robotics skills to the next level! Learn new ways to enhance your projects and keep experimenting with what’s possible.

📅 Monday, October 27 | 3:30–5:30 PM
📍 PG6 116 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #robotics #initexplore #innovation",0,"10/20/2025 15:10",https://www.instagram.com/p/DQDBzeOj5iU/,"IG carousel",,Lifetime,3453,846,30,7,0,4,2
18056486864244512,17841406860905948,init.fiu,"INIT FIU","💻 Time to make your webpage stand out! Learn how to style your project with colors, fonts, and layouts at our next INIT Explore workshop.

📅 Thursday, October 23 | 4–6 PM
📍 PG5 155 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #webdev #explore",0,"10/18/2025 15:00",https://www.instagram.com/p/DP93CuZj3Zi/,"IG carousel",,Lifetime,2992,653,28,0,0,0,2
18345510046161820,17841406860905948,init.fiu,"INIT FIU","🚗 Team Draura brought driver safety to life at ShellHacks 2025 using Google Cloud’s ADK and Gemini!

After witnessing a serious crash on their way to the event, the team set out to rethink how people learn to drive safely. Draura is a 3D driving simulation that blends real Google Maps data with retro Game Boy-style visuals, letting players navigate real streets, face real hazards, and answer safety questions in real time.

Powered by multi-agent systems built with Google ADK, the game’s AI agents generate dynamic, location-aware scenarios and questions based on real-world traffic data. It’s educational, immersive, and surprisingly fun — turning serious safety training into an engaging experience.

Interested in building with Google Cloud ADK / A2A? Learn more at goo.gle/adk.

@GoogleCloud #ShellHacks #INITatFIU #Draura #GoogleADK #A2A #GeminiAI #AIinAction #SafetyTech #AIforGood #GameDev",85,"10/18/2025 13:00",https://www.instagram.com/reel/DP9pYuBDt-t/,"IG reel",,Lifetime,4786,1256,38,8,0,0,3
18063934919111263,17841406860905948,init.fiu,"INIT FIU","🎮 Keep your Mario project going! Join us to build platforms, pipes, and layouts for fun and creative gameplay.

📅 Wednesday, October 22 | 4:30–6:30 PM
📍 VH 131 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #gamedev #explore",0,"10/18/2025 12:30",https://www.instagram.com/p/DP9l4M5Dw-8/,"IG carousel",,Lifetime,2471,518,21,0,0,0,0
18003189890820780,17841406860905948,init.fiu,"INIT FIU","Check out A11Y Tools, one of the amazing projects built at ShellHacks 2025 using Google Cloud’s A2A/ADK! 💡

A11Y Tools is a Gemini-powered Chrome extension designed to make web pages more accessible for everyone. The team built an agentic workflow that integrates Google ADK directly into webpages, allowing users to interact with forms and buttons using natural language and voice commands. 🗣️💻

Their biggest takeaway? Think of agents like a team — each LLM has a role, and the right tools make collaboration seamless.

Interested in building with Google Cloud A2A/ADK? Start your journey today at goo.gle/adk!

@googlecloud #ShellHacks #INITatFIU #GoogleADK #A2A #AccessibilityInTech #AIforGood",93,"10/17/2025 13:00",https://www.instagram.com/reel/DP7EfhGDmpM/,"IG reel",,Lifetime,1970,1303,46,1,0,0,3
17890943997223232,17841406860905948,init.fiu,"INIT FIU","Hear from FIU students who’ve landed internships and learn how you can too! Gain insights, tips, and real experiences that’ll help you take your next big step.

📅 Wednesday, October 22 | 1:30–3 PM
📍 CASE 132 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#fiu #technology #internships #careerprep #init",0,"10/17/2025 12:00",https://www.instagram.com/p/DP69rfzDqln/,"IG carousel",,Lifetime,3671,1011,65,8,0,0,5
18204243499311084,17841406860905948,init.fiu,"INIT FIU","Ready to dive into AI? Learn the core concepts behind Artificial Intelligence and Machine Learning — and how models learn to make predictions.

📅 Tuesday, October 21 | 2:30–4:30 PM
📍 AHC5 201 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#fiu #technology #artificialintelligence #machinelearning #init",0,"10/17/2025 09:26",https://www.instagram.com/p/DP6sCEKDmiM/,"IG carousel",,Lifetime,2891,724,24,14,0,0,2
18027804641733133,17841406860905948,init.fiu,"INIT FIU","Check out CtrlARM, one of the incredible projects built at ShellHacks 2025 using Google Cloud’s A2A/ADK! 💪💻

CtrlARM was created to help people with mobility challenges use computers more easily. The team leveraged Google ADK to power intelligent agents that can communicate, deliberate, and decide together which one is best suited to perform a user’s task — from identifying apps on screen to enabling adaptive controls. 🤖✨

By connecting multiple agents through A2A, they built a truly collaborative AI system that makes computers more accessible for everyone.

Interested in building with Google Cloud A2A/ADK? Start your journey today at goo.gle/adk!

@googlecloud #ShellHacks #INITatFIU #GoogleADK #A2A #AccessibilityInTech #AIforGood",92,"10/16/2025 13:00",https://www.instagram.com/reel/DP4fuzejhiv/,"IG reel",,Lifetime,4427,2670,96,15,0,15,3
17942400678068920,17841406860905948,init.fiu,"INIT FIU","Come to our next INIT Explore class and keep learning with us!
Let’s keep building, creating, and exploring Arduinos together.

📅 Monday, October 20 | 3:30–5:30 PM
📍 PG6 116 | Open to everyone

#weareinit #initexplore #fiu #arduino #technology",0,"10/16/2025 12:12",https://www.instagram.com/p/DP4aOZ4jwvz/,"IG carousel",,Lifetime,2578,601,32,3,0,0,2
18056243456248208,17841406860905948,init.fiu,"INIT FIU","🧠At ShellHacks 2025, Team VL-ADK took AI to the real world — building a robot powered by Google Cloud’s ADK that can find and navigate to everyday objects.

Their robot uses a YOLO-based vision model and agentic workflows to locate items, mark their position, and autonomously drive toward them.

By leveraging Google ADK’s orchestration tools, they combined AI reasoning, tool-calling, and robotic control — all with limited resources but maximum creativity.

Interested in building with Google ADK / A2A? Learn more at goo.gle/adk.

@googlecloud #ShellHacks #INITatFIU #VLADK #GoogleADK #A2A #AIinAction #Robotics #AIforGood",73,"10/15/2025 18:16",https://www.instagram.com/reel/DP2fD7CjNc2/,"IG reel",,Lifetime,4279,2528,156,61,2,18,6
18076035026515828,17841406860905948,init.fiu,"INIT FIU","🎮 Bring Mario to life!
Learn how to program movement, jumping, and camera control — the building blocks behind every platform game.

📅 Wednesday, October 15 | 4–6 PM
📍 VH 131 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #gamedev #initexplore",0,"10/13/2025 12:00",https://www.instagram.com/p/DPwqcoxD9DI/,"IG carousel",,Lifetime,3296,823,31,3,0,1,1
18040323692694339,17841406860905948,init.fiu,"INIT FIU","Ready to start coding?
Learn HTML basics and create your very first webpage — perfect for anyone looking to kickstart their web dev journey.

📅 Thursday, October 16 | 4–6 PM
📍 PG5 155 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #webdev #initexplore #technology",0,"10/13/2025 09:07",https://www.instagram.com/p/DPwXFUgjkY_/,"IG carousel",,Lifetime,3899,956,32,2,0,2,3
17875760922328798,17841406860905948,init.fiu,"INIT FIU","Crack the Tech Interview
Get insider tips on technical interviews, coding prep, and how to stand out to recruiters. Perfect for anyone looking to level up their interview game.

📅 Wednesday, October 15 | 1:30–3 PM
📍 CASE 132 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #careerprep #reach #techinterviews",0,"10/11/2025 09:00",https://www.instagram.com/p/DPrMSzEjgYl/,"IG carousel",,Lifetime,4053,971,46,12,0,3,5
17895231573338062,17841406860905948,init.fiu,"INIT FIU","Arduino in Action 🤖
Ready to dive into hardware? Learn how Arduino controls LEDs, motor speeds, and brings your projects to life!

Whether you’re new to microcontrollers or want hands-on experience with real hardware, this session is for you. Come explore, experiment, and create with us.

📅 Monday, October 13 | 4–6 PM
📍 PG 116 | Open to everyone

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #arduino #innovation #initexplore",0,"10/10/2025 09:18",https://www.instagram.com/p/DPopmbDjinv/,"IG carousel",,Lifetime,3626,884,37,3,0,0,2
18153038974406358,17841406860905948,init.fiu,"INIT FIU","Build smarter with Google Cloud ☁️ 
Ever wondered what it would be like to create an AI that automates your daily tasks? With Google Cloud’s A2A protocol and ADK toolkit, you can build, connect, and scale autonomous agents that work with you — not just for you.

Explore how you can get started and take your projects to the next level:
🔗 ADK on GitHub → github.com/google/adk
🔗 Learn more about A2A → a2a-protocol.org/latest/#what-is-a2a-protocol

Keep experimenting. Keep connecting. Keep pushing what’s possible.
#weareinit #fiu #googlecloud #adk #a2a #technology #innovation",0,"10/09/2025 09:00",https://www.instagram.com/p/DPmCwWiju1j/,"IG carousel",,Lifetime,4690,1031,37,6,0,1,17
18065921705601726,17841406860905948,init.fiu,"INIT FIU","Brunch with E-Board
Come hang out with the INIT team, enjoy some good food, and learn more about the open E-Board positions and what it’s like to be part of FIU’s largest tech community.

It’s the perfect chance to chat with current members, ask questions, and see where you might fit in!

📅 Monday, October 13 | 2–3:30 PM
📍 PG6 116 | Open to everyone

Register now → go.fiu.edu/init
View open roles → go.fiu.edu/e-board

#weareinit #fiu #technology #leadership #community #computerscience",0,"10/08/2025 09:00",https://www.instagram.com/p/DPjd59ljUpj/,"IG carousel",,Lifetime,4363,1074,37,3,0,0,2
18026728016541478,17841401267478922,fiuscis,"FIU Computing & Information Sciences","Technology majors are often labeled “socially awkward.” 💻
FIU students have torn that stereotype to pieces. ✨

During the last week of September, the INIT FIU team hosted ShellHacks, the largest hackathon in Florida — bringing together nearly 1,500 participants, 100 recruiters (many FIU alumni 👏), and 35+ sponsors.
From coding marathons and workshops to career connections with top companies, ShellHacks proves that tech majors excel in collaboration, teamwork, networking, and pitching innovative ideas that lead to cutting-edge projects. 💡⚙️

👏 Congratulations Panthers, on another outstanding hackathon! 

🔗 Tap the link in our bio to read more.

#ShellHacks #INITFIU #KFSCSIS #FIU #TechInnovation #Hackathon #FIUPanthers #FIUComputing #STEM",0,"10/08/2025 07:16",https://www.instagram.com/p/DPjR_YiDnOS/,"IG carousel",,Lifetime,7092,,110,9,,1,0
18079739333001591,17841406860905948,init.fiu,"INIT FIU","📣 APPLICATIONS ARE NOW OPEN!
Join the 2026 INIT Executive Board and help lead FIU’s largest tech community!

At INIT, we organize ShellHacks, Florida’s largest hackathon, and host events throughout the year to connect students with recruiters, develop technical skills, and foster an inclusive community for everyone in tech.

This is your chance to make an impact, grow your leadership skills, and help strengthen the INIT community here at FIU.

🗓 Deadline: October 31
Apply now → go.fiu.edu/e-board

#weareinit #fiu #technology #leadership #shellhacks #innovation #initfiu",0,"10/07/2025 09:00",https://www.instagram.com/p/DPg5LKlji23/,"IG carousel",,Lifetime,10916,2373,168,29,2,3,14
17884139919265841,17841406860905948,init.fiu,"INIT FIU","💼 Want to make a lasting impression on recruiters?
Join us for INIT Reach: Stand Out to Recruiters and learn tips on how to stand out during career fairs, interviews, and networking events!

🗓 Wednesday, Oct 8 | 1:30–3:00 PM
📍 CASE 132 | Open to everyone!

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #careerprep #initreach",0,"10/06/2025 09:00",https://www.instagram.com/p/DPeUVC9DR12/,"IG carousel",,Lifetime,5100,1254,93,8,0,1,3
18419914510110354,17841406860905948,init.fiu,"INIT FIU","🎮 Ready to level up your skills?
Join us for Game Dev 101 — learn the fundamentals of game development and set up your tools with the INIT Explore series!

🗓 Wednesday, Oct 8 | 4:30–6:30 PM
📍 VH 131 | Open to everyone!

Register now → go.fiu.edu/init
Become a member → weareinit.org

#weareinit #fiu #technology #gamedev #initexplore",0,"10/06/2025 06:00",https://www.instagram.com/p/DPd_rwuDYwb/,"IG carousel",,Lifetime,4181,926,48,0,0,0,1
18052752458557034,17841406860905948,init.fiu,"INIT FIU","Hackers summed up @googlecloud at ShellHacks in one word and showed us how A2A and ADK took their projects to the next level 🔥

#ShellHacks2025 #GoogleCloud #HackTheFuture #init",34,"09/28/2025 10:47",https://www.instagram.com/reel/DPJ6NiwCQ01/,"IG reel",,Lifetime,3480,1910,100,7,2,0,4
17993380475834398,17841406860905948,init.fiu,"INIT FIU","A big thank you to INIT National for sponsoring ShellHacks 2025!
We’re excited to have them join us — make sure to check them out and talk to their team about their programs and opportunities.
We can’t wait to see you at ShellHacks! 🐚

#fiu #shellhacks #init #hackathon #technology",0,"09/26/2025 09:00",https://www.instagram.com/p/DPEkZc7jpvL/,"IG image",,Lifetime,7755,1341,29,3,0,0,0
18105855595573477,17841406860905948,init.fiu,"INIT FIU","Huge thank you to Addigy for sponsoring ShellHacks 2025!
Come connect with their team at ShellHacks to learn more about their internships and job opportunities.
We can’t wait to see you at ShellHacks! 🐚

#fiu #shellhacks #addigy #hackathon #technology",0,"09/25/2025 15:00",https://www.instagram.com/p/DPCoxgVDgTV/,"IG image",,Lifetime,6832,838,12,1,0,0,1
18077076374040198,17841406860905948,init.fiu,"INIT FIU","Huge thank you to Wolfram for sponsoring ShellHacks 2025!
We’re excited to have them join us and share more about their internships and opportunities in tech.
We can’t wait to see you at ShellHacks! 🐚

#fiu #shellhacks #wolfram #hackathon #technology",0,"09/25/2025 12:00",https://www.instagram.com/p/DPCUOQoDmcx/,"IG image",,Lifetime,6135,661,9,0,0,0,0
17920952778159551,17841406860905948,init.fiu,"INIT FIU","At ShellHacks 2025, hackers will have the chance to win incredible prizes while showcasing their innovation and creativity.

Prizes include:
	•	Apple MacBook Air 13”
	•	MSI PRO MP275Q Business & Productivity Monitor
	•	Tickets to the 2026 React Miami Conference ($500 value)
	•	Apple AirPods 4 for the Best First-Time Hacker

We can’t wait to see the projects our hackers bring to life and the impact they’ll make during Florida’s Largest Hackathon.

#shellhacks #weareinit #fiu #technology #hackathon",0,"09/25/2025 10:30",https://www.instagram.com/p/DPCJ1rejlAf/,"IG image",,Lifetime,7498,1205,61,4,0,1,0
18106282975587537,17841406860905948,init.fiu,"INIT FIU","Huge thank you to 4Geeks for sponsoring ShellHacks 2025!
Meet their team at ShellHacks to learn more about their products and exciting opportunities in tech.
We can’t wait to see you at ShellHacks! 🐚

#fiu #shellhacks #4geeks #hackathon #technology",0,"09/25/2025 09:00",https://www.instagram.com/p/DPB_lPyDnMz/,"IG image",,Lifetime,5157,639,7,0,0,0,1
18062846054524784,17841406860905948,init.fiu,"INIT FIU","Huge thank you to World Kinect for sponsoring ShellHacks 2025!
Check them out at ShellHacks to learn more about their internships and career opportunities.
We can’t wait to see you at ShellHacks! 🐚

#fiu #shellhacks #worldkinect #hackathon #technology",0,"09/25/2025 06:30",https://www.instagram.com/p/DPBuctLjUyZ/,"IG image",,Lifetime,4118,555,8,1,0,0,0
18051050708296925,17841406860905948,init.fiu,"INIT FIU","🚀 We're excited to announce the Autonomous AI Agent Challenge from Google Cloud at ShellHacks!

Our title sponsor has brought ShellHacks a revolutionary challenge - Use Google’s Agent Development Kit (ADK) and Agent2Agent protocol (A2A) to design an innovative AI agent that solves a real-world business or developer problem! 

Your agent will tackle complex workflows with autonomous loops and parallel processes. Sounds exciting, right? This is your chance to build an impactful solution that showcases the future of AI.

 🏆 Prizes include:
1st place - $1,000 in credits for each team member
2nd place - $800  in credits for each team member
3rd place - $500  in credits for each team member
Featured on Google social media channels
Google Cloud jackets

Learn more about this challenge and get started by visiting your ShellHacks Hacker Guide!

ADK website: https://google.github.io/adk-docs/

A2A website: https://a2a-protocol.org/latest/#what-is-a2a-protocol

#shellhacks #googlecloud #a2a #adk #hackathon",0,"09/25/2025 06:00",https://www.instagram.com/p/DPBrB65jWnH/,"IG image",,Lifetime,5418,1096,50,7,0,0,6
18055358627198781,17841406860905948,init.fiu,"INIT FIU","The final round of ShellHacks acceptances is out. Check your email to see if you got in, we can’t wait to have you join us this year.

#fiu #shellhacks #hackathon #tech",0,"09/24/2025 14:56",https://www.instagram.com/p/DPADfTGj-ob/,"IG image",,Lifetime,5017,964,25,1,0,0,0
