"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18155987827439920,17841448303614049,ricardo_bryan_fiu,"Ricardo & Bryan","Stronger leadership starts with strong support! 💙

Thank you to SGA President & Vice President candidates, German Mata and Jerilyn Davis, for standing with Ricardo and Bryan and the vision we're building for the College of Engineering & Computing.

Together, we're working to create stronger support, more opportunities, and real progress for students.

Vote March 10 & 11!
🔗 voting.fiu.edu",21,"03/09/2026 09:18",https://www.instagram.com/reel/DVq4s_QgfnC/,"IG reel",,Lifetime,5486,157,10,6,0,,
17880235983476921,17841406860905948,init.fiu,"INIT FIU","🚀 The INIT community just got an upgrade!

We've launched a new and improved Discord built for better conversations, career help, and real connections with students in tech.

Join the FIU tech community and start building with us!

🔗 discord.gg/init",0,"03/06/2026 14:02",https://www.instagram.com/p/DVjxxESD9NM/,"IG carousel",,Lifetime,2894,58,1,0,2,980,0
18198038491341197,17841406860905948,init.fiu,"INIT FIU","( TIME CHANGE: 4:00pm - 5:30pm )Confidence in interviews starts with preparation. 🚀💬
Practice behavioral questions and get ready for your next opportunity.

🔗 https://go.fiu.edu/behavioral-ig

#fiu #init #reach #interview #tech",0,"03/05/2026 11:00",https://www.instagram.com/p/DVg4MJklBva/,"IG carousel",,Lifetime,1878,39,1,2,0,667,0
18241885963306991,17841406860905948,init.fiu,"INIT FIU","Take a break, sing your favorite songs, and enjoy a fun afternoon with the community!

🔗https://go.fiu.edu/karaoke-ig

#karaoke #fiu #tech",0,"03/05/2026 09:33",https://www.instagram.com/p/DVguN4hjssF/,"IG carousel",,Lifetime,2040,50,8,0,3,672,0
18072476450180164,17841406860905948,init.fiu,"INIT FIU","Keep building your cozy game by adding a nice atmosphere using sounds and starting menu!

🔗https://go.fiu.edu/gamedev4-ig

#init #explore #gamedev #computer #tech",0,"03/04/2026 10:59",https://www.instagram.com/p/DVeTSogkdsJ/,"IG carousel",,Lifetime,3024,56,4,5,1,1126,0
18352181938227023,17841406860905948,init.fiu,"INIT FIU","Teach AI to recognize handwritten digits 🤖

Neural nets made simple.

Sign up: https://go.fiu.edu/explore-ai2-ig

#fiu #init #explore #neuralnetwork #ai",0,"03/03/2026 09:30",https://www.instagram.com/p/DVbkOyjDqRb/,"IG carousel",,Lifetime,1449,26,6,0,2,468,0
18095681668995260,17841406860905948,init.fiu,"INIT FIU","Come learn from the cutest game developer! 🐶👾

🔗: https://go.fiu.edu/gamedev3-ig

#fiu #init #weareinit #tech",8,"03/02/2026 11:55",https://www.instagram.com/reel/DVZQFTrD6O5/,"IG reel",,Lifetime,2980,100,17,12,2,1388,0
18085007858520456,17841406860905948,init.fiu,"INIT FIU","Come learn the fundamentals for building websites! 

Check out our Web Development cohort staring this month!

sign up: https://go.fiu.edu/webdev1-ig

#explore #websites #developer #init #fiu",0,"03/02/2026 09:30",https://www.instagram.com/p/DVY_dmADhGs/,"IG carousel",,Lifetime,1514,28,0,0,1,526,0
18103740385675518,17841448303614049,ricardo_bryan_fiu,"Ricardo & Bryan","Watch until the end to see who gets the tail wag of approval! 🐶💙

Today we wanted to answer some of your frequently asked questions, so we took our campaign to the most honest audience on campus! 

#dogsofinstagram #fiu #engineering",62,"02/26/2026 10:42",https://www.instagram.com/reel/DVO0dzYgeo3/,"IG reel",,Lifetime,2427,75,10,10,0,,
18088869086328708,17841406860905948,init.fiu,"INIT FIU","We just want the best for you 😌 

#init #tech #fiu",11,"02/24/2026 09:02",https://www.instagram.com/reel/DVJfYxZjN5L/,"IG reel",,Lifetime,5864,121,7,7,10,3054,5
