Post ID,Account ID,Account username,Account name,Description,Duration (sec),Publish time,Permalink,Post type,Data comment,Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18253985353257346,17841406860905948,init.fiu,INIT FIU,"Hey everyone! 𝗘-𝗕𝗼𝗮𝗿𝗱 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝘁𝗶𝗼𝗻𝘀 𝗮𝗿𝗲 𝗢𝗣𝗘𝗡!

We are excited to announce that our Executive Board Positions for the INIT FIU Chapter 2025 are now open! ✨ We can’t wait to meet all the amazing people who will lead the future of this organization in the year to come! 🤩

Join us at INIT FIU if you’re passionate about tech and want to make a real-world impact! 🚀 This is your chance ⭐️

Apply now to be a part of FIU’s largest student-led tech organization!
go.fiu.edu/initeboard
𝘿𝙚𝙖𝙙𝙡𝙞𝙣𝙚: 𝘍𝘳𝘪𝘥𝘢𝘺, 𝘕𝘰𝘷𝘦𝘮𝘣𝘦𝘳 22𝘯𝘥 𝘢𝘵 11:59𝘱𝘮 𝘌𝘚𝘛

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,11/09/2024 11:17,https://www.instagram.com/p/DCKXuk1vLX1/,IG carousel,,Lifetime,5528,2071,89,17,1,0,8
18028012313385892,17841406860905948,init.fiu,INIT FIU,"Join us Friday for two workshops 🤩

▶️ The first one will be an Intro to Game Dev: Creating an AI NPC in C# ‼️ Workshop will be @ PG6 112 @ 2pm - 4pm 

▶️ This second workshop will take place right after and will be resume reviews ‼️ Workshop will be @ PG 116 @ 4pm - 6pm

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech 
#instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,11/06/2024 06:10,https://www.instagram.com/p/DCCGSlkxl6c/,IG carousel,,Lifetime,2216,1081,27,8,2,0,1
17914924811918610,17841406860905948,init.fiu,INIT FIU,"Join us Friday for two workshops 🤩

▶️ The first one will be this Intro to Game Dev: Creating an AI NPC in C# ‼️ Workshop will be @ PG6 112 @ 2pm - 4pm 

▶️ The second workshop will take place right after and will be resume reviews ‼️ Workshop will be @ PG 116 @ 4pm - 6pm

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech 
#instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,11/06/2024 06:06,https://www.instagram.com/p/DCCF0cnRfx1/,IG carousel,,Lifetime,2176,1041,28,2,0,0,1
17939852312921722,17841406860905948,init.fiu,INIT FIU,"🥳 Here’s is a list view of all of our upcoming event in the next two weeks! We have interview prep and game dev and resume building and more!

🔔 Highlighting on one of our MAJOR events:
next week we have an information session with @microsoft ‼️ Make sure to secure your spot by registering on our Luma page and show up!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,11/05/2024 17:32,https://www.instagram.com/p/DCAvdcfp-gC/,IG image,,Lifetime,3133,1487,26,5,0,1,3
17923742768882435,17841406860905948,init.fiu,INIT FIU,"🚨 ALERT 🚨 ALERT 🚨 ALERT 🚨 
🥳 very important event coming up next week with @microsoft ‼️ You won’t want to miss one of our most major events of the year where @microsoft will be coming down to FIU to partner with us in hosting an info session 🤩

▶️ Make sure to RSVP to secure your spot and come to meet recruiters and learn about internships and job opportunities 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,11/05/2024 17:10,https://www.instagram.com/p/DCAs7Z0PiM4/,IG image,,Lifetime,4534,2006,31,19,2,0,2
18025569317596021,17841406860905948,init.fiu,INIT FIU,"🔔 Interview Prep: Priority Queues ‼️ 
Thursday, November 7th @ 3:30pm @ PG6 112

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,11/04/2024 05:40,https://www.instagram.com/p/DB85PJOx9Rc/,IG carousel,,Lifetime,3380,1739,58,17,0,0,4
18045250973009816,17841406860905948,init.fiu,INIT FIU,"🚨 SPECIAL GIVEAWAY 🚨 
We’re giving away AirPods!!!! Make sure to join us today @ 3:30pm @ PG5 155 for spooky 🎃activities in honor of Halloween tomorrow 👻 it’s gonna be awesome!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",12,10/30/2024 06:50,https://www.instagram.com/reel/DBwCSGERWvh/,IG reel,,Lifetime,1906,1110,21,2,0,0,0
18046151666301990,17841406860905948,init.fiu,INIT FIU,"Join us this Wednesday before 🎃 Halloween 👻 to hang out and play Halloween themed games with us! We’re going to have so many fun things for you to do including a special VR game 👀

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,10/28/2024 06:40,https://www.instagram.com/p/DBq3q3bxgig/,IG image,,Lifetime,3364,1460,53,18,1,0,6
18031741853086368,17841406860905948,init.fiu,INIT FIU,"🤩 Get ready for our Halloween event planned for next week 👻! Details will be out soon 😱

P.S. lover boy from valentines days needs some costume ideas 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",8,10/23/2024 06:57,https://www.instagram.com/reel/DBeBgaDRqIU/,IG reel,,Lifetime,2600,1444,31,2,0,0,1
18052470058924557,17841406860905948,init.fiu,INIT FIU,"😍🙏🏻 Thank you to accenture federal services for working with INIT FIU in our previously held info session with them! 
🧐 The team gave our students an insight into the important challenges Accenture faces and how technology is making an impact!
😊 We were so excited to host them and hope to see more of our members working there in the future!

🥳 Shoutout to the Accenture team: Jessica Brito, Obed Sanchez, Joshua Naraine, and Arnaldo J. Garcia Rivera

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,10/08/2024 10:52,https://www.instagram.com/p/DA30mkbvuQQ/,IG carousel,,Lifetime,4123,1825,156,11,0,0,2
18072399088603258,17841406860905948,init.fiu,INIT FIU,"Thank you so much for everyone who attended this year’s #Shellahacks ! We’re so grateful for all the hackers, sponsors, mentors, and volunteers for made this event what it was 😍. We hope to see everyone next year 🥳

Photos from ShellHacks 2024: https://www.flickr.com/photos/initfiu/albums/72177720320950620/

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,10/07/2024 07:02,https://www.instagram.com/p/DA01ceHxq8C/,IG image,,Lifetime,2989,1601,152,2,0,0,1
17928775415945987,17841406860905948,init.fiu,INIT FIU,caption this,8,09/28/2024 15:53,https://www.instagram.com/reel/DAenF51Psb3/,IG reel,,Lifetime,6187,2431,201,13,0,4,3
17923041710859120,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to SouthWest for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company and opportunities!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/27/2024 11:00,https://www.instagram.com/p/DAbgv7MPV7a/,IG image,,Lifetime,2636,1351,31,0,0,0,2
18329413636198126,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to @codepathorg for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company and opportunities!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/27/2024 10:00,https://www.instagram.com/p/DAbZ6yQPfJQ/,IG image,,Lifetime,2315,1232,14,0,0,0,0
18333375775177234,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to ETHMiami for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/27/2024 09:00,https://www.instagram.com/p/DAbTFLWvail/,IG image,,Lifetime,2169,1121,25,1,2,1,2
17983224107726334,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to GitHub for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company 🤩 Super excited to see what their sponsor challenge is too 👀

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/27/2024 08:00,https://www.instagram.com/p/DAbMIcQvr2L/,IG image,,Lifetime,2223,1134,30,0,0,0,1
17850320244263737,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to GeeksforGeeks for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/27/2024 07:00,https://www.instagram.com/p/DAbFUQ0PvyO/,IG image,,Lifetime,2323,1136,21,0,0,0,0
18269728327217741,17841406860905948,init.fiu,INIT FIU,"Meet the organizers for #ShellHacks 2024 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",14,09/27/2024 06:41,https://www.instagram.com/reel/DAbDCYvxN20/,IG reel,,Lifetime,9306,4097,287,10,6,4,4
17913498723004589,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to Chainguard for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/26/2024 12:40,https://www.instagram.com/p/DAZHcdhPoZA/,IG image,,Lifetime,1409,792,22,0,0,0,1
18071509153522308,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to Patient Safety Technology Challenge for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn about their challenge proposition. Make sure to stop by and ask!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/26/2024 11:40,https://www.instagram.com/p/DAZAiG0Pjx1/,IG image,,Lifetime,1737,909,22,0,0,0,0
18296018878201342,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to @brkthroughtech for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn about their sprinternship and other opportunities 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/26/2024 10:40,https://www.instagram.com/p/DAY5qerP7tC/,IG image,,Lifetime,1766,901,24,1,0,0,1
18077794306545277,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to North Star Caterings for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/26/2024 09:40,https://www.instagram.com/p/DAYyyooPsKd/,IG image,,Lifetime,1822,950,24,0,0,0,0
18162838165315813,17841406860905948,init.fiu,INIT FIU,"😍 Thank you so much to @cafecultura_mia for helping fund this year’s #ShellHacks 🥳

We’re so grateful to have them by our side this year and learn lots about their company! Make sure to ask!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/26/2024 08:52,https://www.instagram.com/p/DAYtRLUP6JL/,IG image,,Lifetime,2088,1112,32,2,0,1,0
17997835052689726,17841406860905948,init.fiu,INIT FIU,"🥳 Get ready for some merch this weekend! Which shirt do you think will be yours?

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",13,09/25/2024 10:17,https://www.instagram.com/reel/DAWSDBAvUfk/,IG reel,,Lifetime,6067,2591,105,17,2,6,4
18062489329725330,17841406860905948,init.fiu,INIT FIU,"🥳 Congratulations to all of our team leads this semester 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/24/2024 12:30,https://www.instagram.com/p/DAT8t1rPXHz/,IG carousel,,Lifetime,4055,1450,126,14,0,2,5
17980411787749881,17841406860905948,init.fiu,INIT FIU,"🥳 Congratulations to all of our team leads this semester 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/24/2024 12:15,https://www.instagram.com/p/DAT69QvvHsk/,IG carousel,,Lifetime,3789,1499,96,28,3,4,1
17908956741009686,17841406860905948,init.fiu,INIT FIU,"🥳 Congratulations to all of our team leads this semester 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/24/2024 11:53,https://www.instagram.com/p/DAT4aWNPmzB/,IG carousel,,Lifetime,5624,2347,207,47,0,12,9
17940842561899636,17841406860905948,init.fiu,INIT FIU,"🔔 Join us tomorrow where alongside @microsoft we will be hosting a pre-ShellHacks event! At this event, prepare to ready everything you’ll need for ShellHacks while also meeting @microsoft representatives! 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/23/2024 08:43,https://www.instagram.com/p/DAQ977SvmUT/,IG image,,Lifetime,3643,1948,79,33,1,0,10
18364048636107091,17841406860905948,init.fiu,INIT FIU,"Third wave of sponsors! Thank you again so much to these amazing sponsors and all of our other amazing sponsors too 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/22/2024 14:17,https://www.instagram.com/p/DAO_VgSvOCn/,IG image,,Lifetime,2501,1330,35,4,0,0,2
18038209912935858,17841406860905948,init.fiu,INIT FIU,"Yes what you’ve heard is true, the rumours are true 🤭

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",13,09/21/2024 10:04,https://www.instagram.com/reel/DAL9Y6KvNBU/,IG reel,,Lifetime,3854,1885,75,10,1,5,4
18014925845617123,17841406860905948,init.fiu,INIT FIU,"‼️ Tomorrow ‼️ @ 4-6pm @ PG6 116
Career prep for #ShellHacks 2024 which is NEXT WEEK!!! 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/19/2024 11:16,https://www.instagram.com/p/DAG8MdqPvNq/,IG carousel,,Lifetime,2706,1483,56,15,1,0,6
18077643217548665,17841406860905948,init.fiu,INIT FIU,"‼️ Tomorrow ‼️ @ 2-4pm @ PG6 116
Intro to ML: Deep Learning

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/19/2024 09:13,https://www.instagram.com/p/DAGuNIhPtXM/,IG carousel,,Lifetime,2662,1335,74,9,0,0,0
17984372885589978,17841406860905948,init.fiu,INIT FIU,"Missed both of our Q&A sessions? Don’t worry, here is a recap of our most recent one!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/18/2024 07:06,https://www.instagram.com/p/DAD60GjxKSU/,IG carousel,,Lifetime,3043,1212,61,22,0,0,10
18015788687312537,17841406860905948,init.fiu,INIT FIU,"🗣️ Check your emails panthers!!!
Final wave of acceptances is out 😱

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/17/2024 16:16,https://www.instagram.com/p/DAB8TVKP4iB/,IG image,,Lifetime,2261,985,30,4,0,0,0
17930402696925943,17841406860905948,init.fiu,INIT FIU,That’s a wrap!! 🦕 REGISTRATION IS NOW CLOSED 🦖 Remember to confirm attendance in your hacker dashboard 💜 See you on September 27th-29th🫡,0,09/15/2024 21:00,https://www.instagram.com/p/C_9r1eqN9vB/,IG image,,Lifetime,2525,1320,56,7,0,1,0
18014970887612528,17841406860905948,init.fiu,INIT FIU,"Join us this week on Tuesday, September 17th for a NIKE X INIT info session 🤩

We will have recruiters from NIKE there to tell you all about the process on how to get tech internships at the company!

⏰ 3pm - 5pm
🏠 AHC 5
🚪 201

😍 We’re so thankful to have this amazing partnership with such an awesome company!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/15/2024 09:54,https://www.instagram.com/p/C_8fsMkvKE0/,IG image,,Lifetime,2631,1122,44,13,0,0,11
18059998021734656,17841406860905948,init.fiu,INIT FIU,"🚨 Last day to register for #ShellHacks ‼️ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,09/15/2024 09:06,https://www.instagram.com/p/C_8aJbTvF78/,IG image,,Lifetime,1961,1019,17,7,1,0,1
18001444571662222,17841406860905948,init.fiu,INIT FIU,"Gumball hasn’t registered for Shell, he just doesn’t get it... but we do!

Sign up before the final FINAL deadline tomorrow 🔗 ShellHacks.net

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",9,09/14/2024 09:07,https://www.instagram.com/reel/C_51TuCvL98/,IG reel,,Lifetime,2714,1394,93,14,0,1,4
